7511989770,68
7694040724,27
6229379901,72
3282193602,41
3361144388,52
5761704755,10
7823914270,61
8560032401,98
781859291,32
8228732204,23
6791823011,20
934764737,24
988080143,38
988080143,19
6321673388,75
764077550,11
9820136283,91
137548327,11
6132184014,88
3392200381,40
1232300290,6
7992974171,54
9937001516,91
693939812,45
9919886720,52
303232589,37
3389629560,15
4395235946,44
2609846666,6
741375225,42
5993227974,91
6628756001,81
5993227974,11
6496675272,41
5593416694,84
7051872413,65
3469734674,95
9786587778,95
497141041,36
7415761849,60
3559844285,70
8385464839,86
410445275,80
2500740632,30
4144015203,43
5380853262,96
7085203348,1
3098074159,51
3098074159,58
5744804557,29
5744804557,81
9049226599,13
2021050874,48
2021050874,70
111802328,64
6544807753,67
1241615428,67
3544102004,35
7418384460,1
562798244,22
4692088357,24
9281132036,7
1221737953,79
8214695665,13
4678317550,4
8410062573,6
3839704772,61
8185561557,91
8576320268,1
4545870709,45
9618458157,24
7345456298,17
7345456298,29
8624299864,13
2581959108,96
3340169557,8
7682706949,10
965549815,19
2311625153,94
2311625153,21
2550566383,59
4336980146,33
9365874259,27
9495070517,89
3325719395,88
7563011528,57
9294190336,96
690947063,46
5778348223,27
5660165303,91
513669794,73
5613432467,58
9760464126,28
8483493153,13
2155051009,52
7570733916,17
9710048901,90
8712432679,9
3335015676,32
9247176945,13
9247176945,81
3335015676,63
5601146988,6
1930191378,1
8585644278,47
2734734125,50
8466187886,87
9846042539,46
5434958560,83
2775668385,63
8143284777,76
