3105809988,27
7366324614,19
9434736563,43
6802556864,41
6802556864,71
7823914270,35
8764578199,7
781859291,60
8560032401,50
3373816524,9
6791823011,65
763947468,18
1569894464,72
585306283,11
3782737159,40
7992974171,86
6236980777,100
3438594665,89
1446475013,6
1368628211,41
9474583500,1
6875183255,10
1789105040,40
6384066795,21
6384066795,6
9786587778,12
1134596540,27
7491453267,45
7491453267,64
9013246504,18
8820193658,6
8207412996,16
9907552427,74
317891166,16
3559844285,83
8163079984,21
8163079984,88
8764080998,32
9188795410,61
3361127619,76
7141178364,19
9108071536,41
6816582175,36
2021050874,35
3312388844,33
1016073868,91
8628242032,95
3013312118,7
7714713079,89
7916356637,22
5539665835,24
836501890,70
3686788051,67
836501890,48
301862940,50
1221737953,26
9759112460,77
8034089211,48
2133858219,61
379351822,61
2133858219,8
3439057895,46
9031477517,12
7176119226,39
6202726680,3
1619742746,6
3839704772,52
2728800478,85
8259211045,12
2363211800,57
6685854872,57
6907156359,34
9652536897,89
1643983519,26
4476409266,33
7902710114,98
3995378650,26
9365874259,15
7448839076,49
3037942201,22
2735686717,54
1014279684,96
3799819279,27
6655260539,92
5570636537,58
513669794,4
513669794,94
7831430817,56
3551994615,74
1201033404,19
1041466842,9
6293235657,72
2734734125,21
7699115726,83
3095983713,84
1844455032,71
