786358922,45
786358922,67
4318442004,94
3282193602,47
1970254199,58
9379686462,43
9681830918,98
9100605222,2
4666673012,50
1137619486,3
736578848,11
2808658426,12
3329146173,72
8436059015,6
585306283,75
394823896,4
9820136283,30
7596557298,88
8653592306,43
8572549722,45
808998646,52
4911376676,1
2319114519,34
5550247037,81
450695419,23
7926132640,10
5197181973,17
5197181973,15
5593416694,20
589681675,40
9786587778,44
2001377624,52
1517203644,76
5291209782,18
8820193658,47
9494059802,73
707249119,13
3767537523,86
2661183350,8
3645382213,90
9188795410,80
8764080998,32
2500740632,66
3361127619,59
1015375269,41
8674248438,31
7395679130,29
7395679130,81
1313443861,35
2007790118,48
2007790118,70
1016073868,84
8191628084,10
9299000426,67
2281490574,34
4621144322,14
2284231601,67
1098767283,79
4014877575,79
630793713,26
2777343210,19
5847192825,45
6827635592,89
8410062573,3
5643539342,82
3712551383,24
6216972024,77
5576059137,66
7525164983,57
3922293633,96
7996952474,10
9167460622,72
4581197171,18
1643983519,24
294899489,95
5975034271,26
9192800117,36
5324114609,88
5324114609,10
2735686717,50
3325719395,50
9175273571,96
4794521765,88
5846189693,66
9908247827,8
1201033404,10
7797130749,22
7797130749,90
4078235886,6
9084172832,10
6293235657,50
9846042539,43
