4318442004,64
432326997,72
8790204580,10
7832855608,28
9681830918,32
4666673012,60
8835668047,9
8149797743,6
2411381777,27
3392200381,86
3782737159,54
667246696,59
808998646,15
4395235946,79
6738161212,19
9547663017,23
450695419,44
6496675272,21
5197181973,28
3434315523,83
197297578,81
7998540517,45
7998540517,64
1350935609,16
7475961704,100
7415761849,10
6443370231,13
4797527560,86
7532115810,90
7374073248,80
1716941557,76
1966102979,59
7227055843,68
9299000426,64
9119290368,7
1506611123,60
1506611123,87
4621144322,96
4037078855,67
630793713,77
2043759144,32
6205292206,19
2467936125,61
2807605627,61
9013121062,12
3439057895,91
1324080379,64
6144683581,8
6611546086,89
8410062573,52
1619742746,61
857569552,68
8797575499,18
2399933069,45
9618458157,77
9238197568,17
9238197568,29
1350171858,76
3340169557,89
3362548727,34
2675455879,3
9475402485,18
7799815132,95
7902710114,27
3751882762,89
6094656420,54
4149342528,50
4140890321,46
9249112979,41
7484948336,88
4837180769,68
5910951720,46
9414815960,91
7831430817,60
6373467475,77
2014724851,13
2567469044,22
4971444564,52
2567469044,3
6780743888,90
7545511913,13
7545511913,81
5601146988,22
5601146988,90
2976931642,1
7419479938,2
4734504789,21
7379092225,50
7699115726,87
319848585,68
6779614133,71
3095983713,21
