4724509453,84
1767239067,93
8192988396,58
2980442399,3
3813299095,87
8228732204,31
3954000746,7
9039821386,18
3481638311,21
1569894464,12
3481638311,84
9434865509,91
1401762979,27
9313384999,90
7596557298,11
3782737159,91
4417712476,100
6515951474,39
808998646,37
9191593570,21
2609846666,89
1368628211,62
9474583500,34
5550247037,42
2133622049,84
8903513175,20
3635873761,65
6044973479,95
3434315523,3
9891816678,21
9891816678,6
4731544780,96
2285302273,56
7998540517,27
1517203644,14
3710529776,63
8207412996,100
1007183120,78
7889771245,74
8498999759,61
4797527560,8
1600799969,30
1966102979,66
725103885,96
7141178364,52
8377504369,51
8377504369,58
3717462485,36
8923607398,4
1313443861,33
3784559849,84
3440980127,81
9241665926,91
1241615428,10
3349186142,79
194585501,79
9013121062,46
9031477517,91
6827635592,64
8545483844,28
7415524723,1
2047106244,64
9295999995,87
9618458157,66
4711903820,52
4417645460,45
7525164983,12
6907156359,89
3922293633,8
9167460622,49
3291908817,3
9365874259,62
1855120495,88
1855120495,10
4149342528,50
5230372255,88
6639354987,12
7630450031,92
9760464126,61
3551994615,3
2014724851,52
9710048901,22
9710048901,3
9908247827,69
8712432679,19
207119690,10
7545511913,32
7545511913,63
1018111776,41
9084172832,83
2734734125,2
576741040,43
7699115726,46
6989198106,91
8143284777,56
