3105809988,68
4318442004,47
5761704755,28
5836177324,35
85716053,61
9039821386,65
3354217161,20
394823896,53
221962441,58
221962441,9
3438594665,21
8883023365,44
6875183255,23
8903513175,17
7711078964,28
8903513175,15
5564825454,83
7051872413,3
3469734674,14
6118113332,44
1587056241,95
9136213465,12
9283664938,36
5589096357,14
9013246504,76
2078688590,80
9494059802,90
880141735,60
9064893948,10
9494059802,53
6013849650,16
698403051,32
8292607986,32
7141178364,14
964439445,13
9049226599,100
7211776113,68
8525311715,93
3013312118,60
3013312118,87
562798244,89
8554416519,14
5345780466,96
4037078855,70
4037078855,48
630793713,50
9910697539,82
8034089211,66
2807605627,7
6827635592,8
3706674047,28
7415524723,91
857569552,82
2047106244,1
3530034523,87
7120712199,52
1350171858,46
7525164983,57
9239842159,3
7996952474,19
6270016110,94
6270016110,21
2842092655,68
1651518867,39
4476409266,59
900578154,49
4019715946,84
690947063,41
7484948336,66
4837180769,42
5570636537,73
5613432467,4
8933313544,46
5613432467,94
5068017960,61
675410435,85
8245668051,28
9710048901,52
7770838433,95
277012618,41
4127080430,93
6402497560,24
8466187886,68
4218351241,22
4218351241,72
915195370,63
6779614133,84
1844455032,21
