8263468210,45
8263468210,67
4318442004,85
8649733495,93
432326997,52
7366324614,56
5836177324,7
8560032401,2
3276805975,23
1137619486,31
6331152587,11
2808658426,21
2808658426,84
8736816866,91
988080143,20
7596557298,91
6132184014,30
3782737159,6
8154968547,58
8154968547,9
303232589,39
1446475013,44
1855333242,79
8736221518,19
5550247037,91
5550247037,11
6570149084,41
8883023365,21
6384066795,96
2507304778,56
1245190719,10
5589096357,63
300848695,80
1007183120,58
9907552427,61
7262800083,21
7262800083,88
8385464839,31
1600799969,43
725103885,1
9108071536,31
5302176971,100
7395679130,13
3312388844,4
9241665926,95
2704891769,93
2281490574,55
7916356637,35
7418384460,44
8554416519,67
1098767283,79
5599401201,66
2043759144,92
8580732918,48
2467936125,61
2467936125,8
5826544871,45
6892829928,4
857569552,88
4545870709,18
6718195083,85
9238197568,13
7734068740,89
2550566383,39
7902710114,52
7902710114,67
3995378650,36
900578154,22
8529845274,84
4140890321,96
6655260539,12
5910951720,70
513669794,46
2642053188,56
4348060222,60
8483493153,77
6780743888,17
207119690,8
1201033404,69
2541279071,95
1372989247,10
5561938114,83
7379092225,47
4218351241,54
1187114980,91
6063143605,76
811060942,56
